campaignid,sample,latitude_dd,longitude_dd,marine.park,method,url,funding
2021-05_Abrolhos_stereo-BOSS,npz6.34,-28.0563,113.549,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz6.34.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz6.19,-28.0463,113.5314,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz6.19.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz6.36,-28.0765,113.4739,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz6.36.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz6.5,-28.0839,113.4763,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz6.5.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz6.37,-28.0964,113.4639,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz6.37.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz6.14,-28.0912,113.4589,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz6.14.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz6.33,-28.0887,113.4437,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz6.33.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz6.29,-28.0837,113.4589,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz6.29.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz6.11,-28.0761,113.4539,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz6.11.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz6.13,-28.0537,113.4489,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz6.13.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz6.26,-28.0487,113.4414,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz6.26.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz6.20,-28.0462,113.4413,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz6.20.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz6.6,-28.0362,113.4213,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz6.6.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz6.17,-28.0587,113.3939,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz6.17.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz6.21,-28.0737,113.4014,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz6.21.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz6.31,-28.0711,113.3938,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz6.31.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz6.7,-28.0687,113.3812,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz6.7.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz6.15,-28.0712,113.3788,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz6.15.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz6.25,-28.0362,113.3815,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz6.25.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz6.1,-28.0459,113.3761,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz6.1.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz6.9,-28.0486,113.3687,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz6.9.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz6.16,-28.0411,113.3588,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz6.16.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz6.23,-28.041,113.3362,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz6.23.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz6.12,-28.0486,113.3238,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz6.12.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz6.18,-28.0837,113.5038,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz6.18.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz6.47,-28.1185,113.4816,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz6.47.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz6.49,-28.1139,113.4764,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz6.49.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz6.38,-28.1187,113.4591,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz6.38.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz6.39,-28.1139,113.4539,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz6.39.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz6.40,-28.1038,113.4337,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz6.40.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz6.28,-28.0937,113.429,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz6.28.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz6.43,-28.1064,113.4111,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz6.43.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz6.8,-28.0888,113.4012,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz6.8.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz6.30,-28.0912,113.3989,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz6.30.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz6.2,-28.0862,113.3863,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz6.2.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz6.3,-28.0914,113.3864,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz6.3.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz6.32,-28.0963,113.3837,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz6.32.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz6.10,-28.0798,113.3498,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz6.10.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz6.35,-28.0417,113.2744,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz6.35.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz6.27,-28.0688,113.2892,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz6.27.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz6.4,-28.0769,113.2764,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz6.4.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz9.24,-27.1612,113.2072,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz9.24.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz9.48,-27.1527,113.2013,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz9.48.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz9.46,-27.149,113.1916,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz9.46.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz9.19,-27.1465,113.2129,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz9.19.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz9.50,-27.1444,113.2016,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz9.50.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz9.47,-27.1397,113.1916,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz9.47.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz9.49,-27.1297,113.1883,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz9.49.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz9.45,-27.1341,113.1821,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz9.45.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz9.43,-27.1363,113.1779,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz9.43.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz9.5,-27.1519,113.1603,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz9.5.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz9.14,-27.1561,113.1421,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz9.14.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz9.7,-27.1463,113.136,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz9.7.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz9.16,-27.134,113.1278,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz9.16.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz9.8,-27.1354,113.1204,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz9.8.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz9.26,-27.1256,113.122,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz9.26.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz9.27,-27.1253,113.1335,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz9.27.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz9.13,-27.1268,113.1497,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz9.13.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz9.41,-27.1233,113.1699,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz9.41.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz9.44,-27.1188,113.1729,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz9.44.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz9.22,-27.1211,113.1862,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz9.22.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz9.6,-27.1197,113.1905,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz9.6.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz9.4,-27.1088,113.172,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz9.4.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz9.9,-27.1023,113.1518,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz9.9.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz9.42,-27.0979,113.15,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz9.42.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz9.17,-27.101,113.1122,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz9.17.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz9.25,-27.1036,113.1066,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz9.25.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz9.1,-27.0953,113.1022,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz9.1.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz9.23,-27.098,113.0833,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz9.23.mp4,Parks Australia
2021-05_Abrolhos_stereo-BOSS,npz9.21,-27.1128,113.077,Abrolhos,stereo-BOSS,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BOSS/npz9.21.mp4,Parks Australia
2021-05_Abrolhos_stereo-BRUVs,npz6.24,-28.0787,113.4414,Abrolhos,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BRUVs/npz6.24.mp4,Parks Australia
2021-05_Abrolhos_stereo-BRUVs,npz6.14,-28.0937,113.4213,Abrolhos,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BRUVs/npz6.14.mp4,Parks Australia
2021-05_Abrolhos_stereo-BRUVs,npz6.6,-28.0837,113.4439,Abrolhos,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BRUVs/npz6.6.mp4,Parks Australia
2021-05_Abrolhos_stereo-BRUVs,npz6.2,-28.0612,113.4339,Abrolhos,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BRUVs/npz6.2.mp4,Parks Australia
2021-05_Abrolhos_stereo-BRUVs,npz6.18,-28.0962,113.4438,Abrolhos,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BRUVs/npz6.18.mp4,Parks Australia
2021-05_Abrolhos_stereo-BRUVs,npz6.22,-28.0687,113.4512,Abrolhos,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BRUVs/npz6.22.mp4,Parks Australia
2021-05_Abrolhos_stereo-BRUVs,npz6.20,-28.0736,113.4593,Abrolhos,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BRUVs/npz6.20.mp4,Parks Australia
2021-05_Abrolhos_stereo-BRUVs,npz6.26,-28.0937,113.4563,Abrolhos,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BRUVs/npz6.26.mp4,Parks Australia
2021-05_Abrolhos_stereo-BRUVs,npz6.27,-28.0562,113.4464,Abrolhos,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BRUVs/npz6.27.mp4,Parks Australia
2021-05_Abrolhos_stereo-BRUVs,npz6.8,-28.0688,113.3413,Abrolhos,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BRUVs/npz6.8.mp4,Parks Australia
2021-05_Abrolhos_stereo-BRUVs,npz6.15,-28.0588,113.3488,Abrolhos,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BRUVs/npz6.15.mp4,Parks Australia
2021-05_Abrolhos_stereo-BRUVs,npz6.9,-28.0386,113.3814,Abrolhos,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BRUVs/npz6.9.mp4,Parks Australia
2021-05_Abrolhos_stereo-BRUVs,npz6.13,-28.0611,113.3714,Abrolhos,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BRUVs/npz6.13.mp4,Parks Australia
2021-05_Abrolhos_stereo-BRUVs,npz6.10,-28.0787,113.3764,Abrolhos,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BRUVs/npz6.10.mp4,Parks Australia
2021-05_Abrolhos_stereo-BRUVs,npz6.17,-28.0837,113.3839,Abrolhos,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BRUVs/npz6.17.mp4,Parks Australia
2021-05_Abrolhos_stereo-BRUVs,npz6.4,-28.0814,113.3988,Abrolhos,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BRUVs/npz6.4.mp4,Parks Australia
2021-05_Abrolhos_stereo-BRUVs,npz6.21,-28.0714,113.3992,Abrolhos,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BRUVs/npz6.21.mp4,Parks Australia
2021-05_Abrolhos_stereo-BRUVs,npz6.5,-28.0636,113.3935,Abrolhos,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BRUVs/npz6.5.mp4,Parks Australia
2021-05_Abrolhos_stereo-BRUVs,npz6.12,-28.0512,113.2763,Abrolhos,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BRUVs/npz6.12.mp4,Parks Australia
2021-05_Abrolhos_stereo-BRUVs,npz6.C01,-28.1078,113.3706,Abrolhos,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BRUVs/npz6.C01.mp4,Parks Australia
2021-05_Abrolhos_stereo-BRUVs,npz6.28,-28.1237,113.3663,Abrolhos,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BRUVs/npz6.28.mp4,Parks Australia
2021-05_Abrolhos_stereo-BRUVs,npz6.C02,-28.118,113.385,Abrolhos,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BRUVs/npz6.C02.mp4,Parks Australia
2021-05_Abrolhos_stereo-BRUVs,npz6.BOSS41,-28.1137,113.3939,Abrolhos,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BRUVs/npz6.BOSS41.mp4,Parks Australia
2021-05_Abrolhos_stereo-BRUVs,npz6.36,-28.1062,113.4089,Abrolhos,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BRUVs/npz6.36.mp4,Parks Australia
2021-05_Abrolhos_stereo-BRUVs,npz9.7,-27.1162,113.1964,Abrolhos,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2021-05_Abrolhos_stereo-BRUVs/npz9.7.mp4,Parks Australia
